key,project,issuetype,resolution,priority,created,resolutiondate,summary,category,spec_areas,is_nonconformance,mentions_other_driver,preventable_by_yaml_test,confidence,rationale,components,labels,fix_versions,links,url
NODE-1596,NODE,Bug,Fixed,Major - P3,2018-07-30,2018-08-08,collection.find() is called with incorrect parameters in db_ops,cross_driver_inconsistency,cursors|crud,False,True,unsure,medium,Cross-driver; cursors,,,3.1.3,,https://jira.mongodb.org/browse/NODE-1596
NODE-1589,NODE,Bug,Done,Major - P3,2018-07-27,2018-08-09,MongoError: cursor id 213094726591 not found,not_relevant,crud|cursors|auth,False,False,False,medium,Not spec-related or infrastructure.,,external-user,,,https://jira.mongodb.org/browse/NODE-1589
NODE-1531,NODE,Bug,Fixed,Major - P3,2018-06-25,2018-08-09,String read preference in MongoClient options not converted to ReadPreference type,not_relevant,auth,False,False,False,medium,Not spec-related or infrastructure.,Native,,,,https://jira.mongodb.org/browse/NODE-1531
NODE-1625,NODE,Improvement,Fixed,Major - P3,2018-08-13,2018-08-14,Rename `getServer` to `selectServer` in old topology types,avoidable_by_spec_conformance,sdam|server-selection,False,False,unsure,medium,Component bug; sdam,,,3.1.3,,https://jira.mongodb.org/browse/NODE-1625
NODE-1621,NODE,Bug,Fixed,Major - P3,2018-08-09,2018-08-16,`countDocuments` crash process due to wrong `handleCallback` arguments,not_relevant,,False,True,False,medium,Not spec-related or infrastructure.,,external-user,,,https://jira.mongodb.org/browse/NODE-1621
NODE-1617,NODE,Bug,Fixed,Major - P3,2018-08-08,2018-08-17,ChangeStream does not recover on resumable errors in stream mode,driver_spec_nonconformance,cursors|crud,True,False,True,medium,Bug in cursors,Native,,3.1.4,,https://jira.mongodb.org/browse/NODE-1617
NODE-1637,NODE,Bug,Fixed,Blocker - P1,2018-08-17,2018-08-17,key $clusterTime must not start with '$' ,not_relevant,sdam|commands|auth|crud|bson,False,True,False,medium,Not spec-related or infrastructure.,,external-user,,Backports:NODE-1627,https://jira.mongodb.org/browse/NODE-1637
NODE-1640,NODE,Improvement,Fixed,Major - P3,2018-08-21,2018-08-24,Use connection strings for all tests,not_relevant,sdam|connection-string,False,False,False,medium,Not spec-related or infrastructure.,,,,,https://jira.mongodb.org/browse/NODE-1640
NODE-1443,NODE,Improvement,Fixed,Major - P3,2018-04-28,2018-08-28,Topology `destroy` should take a callback,not_relevant,sdam,False,False,False,medium,Not spec-related or infrastructure.,Core,,,,https://jira.mongodb.org/browse/NODE-1443
NODE-1654,NODE,Bug,Fixed,Major - P3,2018-09-05,2018-09-05,Typos in GSSAPI examples for NodeJS driver tutorials,not_relevant,auth,False,True,False,medium,Not spec-related or infrastructure.,Docs,,3.1.4,,https://jira.mongodb.org/browse/NODE-1654
NODE-1641,NODE,Bug,Fixed,Major - P3,2018-08-22,2018-09-07,retryWrites causing index creation to fail,not_relevant,connection-string|retryable-writes|commands|index-management,False,True,False,medium,Not spec-related or infrastructure.,Core,,,,https://jira.mongodb.org/browse/NODE-1641
NODE-1133,NODE,Improvement,Done,Major - P3,2017-09-09,2018-09-10,Specify wholesale refactoring of options management,not_relevant,,False,False,False,medium,Not spec-related or infrastructure.,,,,Related:NODE-1196,https://jira.mongodb.org/browse/NODE-1133
NODE-1655,NODE,Bug,Fixed,Major - P3,2018-09-05,2018-09-10,APM must convert legacy messages to common format,not_relevant,sdam|connection-string|commands,False,False,False,medium,Not spec-related or infrastructure.,,,,,https://jira.mongodb.org/browse/NODE-1655
NODE-1580,NODE,Improvement,Fixed,Major - P3,2018-07-23,2018-09-12,Implement fast fallback (happy eyeballs) for ipv4/ipv6,not_relevant,,False,False,False,medium,Not spec-related or infrastructure.,Core,,3.1.5,Duplicate:NODE-5754,https://jira.mongodb.org/browse/NODE-1580
NODE-1663,NODE,Improvement,Fixed,Major - P3,2018-09-10,2018-09-14,Handle loading of saslprep library,not_relevant,auth,False,True,False,medium,Not spec-related or infrastructure.,Core,,,Related:NODE-5006,https://jira.mongodb.org/browse/NODE-1663
NODE-1403,NODE,Bug,Fixed,Major - P3,2018-04-11,2018-09-14,connection does not destroyed when mongos server restarts,not_relevant,,False,False,False,medium,,Native,external-user,,Problem/Incident:NODE-1595,https://jira.mongodb.org/browse/NODE-1403
NODE-1571,NODE,Bug,Done,Major - P3,2018-07-17,2018-09-18,Removal of APM metadata broke instrumentations.,not_relevant,sdam|commands|crud|command-monitoring,False,True,False,medium,Not spec-related or infrastructure.,,external-user,,Depends:NODE-1603,https://jira.mongodb.org/browse/NODE-1571
NODE-1664,NODE,Improvement,Fixed,Major - P3,2018-09-10,2018-09-18,"Add default, required, and deprecated to options schema validator",not_relevant,,False,False,False,medium,Not spec-related or infrastructure.,Native,,next,Depends:NODE-1279,https://jira.mongodb.org/browse/NODE-1664
NODE-1442,NODE,Improvement,Fixed,Major - P3,2018-04-27,2018-09-18,Refactor Auth to exclusively use a MongoCredential object,not_relevant,auth,False,False,False,medium,Not spec-related or infrastructure.,Core|Native,,3.2.0,,https://jira.mongodb.org/browse/NODE-1442
NODE-1436,NODE,Improvement,Fixed,Major - P3,2018-04-26,2018-09-18,Remove duplicated code from auth providers,not_relevant,auth,False,False,False,medium,Not spec-related or infrastructure.,Core,,3.2.0,,https://jira.mongodb.org/browse/NODE-1436
NODE-1660,NODE,Improvement,Fixed,Major - P3,2018-09-06,2018-09-18,Deprecate eval helpers,not_relevant,,False,True,False,medium,,,external-user,3.1.7,Depends:DRIVERS-460,https://jira.mongodb.org/browse/NODE-1660
NODE-1651,NODE,Bug,Fixed,Major - P3,2018-09-04,2018-09-19,"Kerberos Service Name Never Anything Other Than ""mongodb""",cross_driver_inconsistency,connection-string|auth,False,True,unsure,medium,Cross-driver; connection-string,Native,node-internal,3.1.5,Depends:COMPASS-2286|Related:COMPASS-3105|Related:DOCS-9897,https://jira.mongodb.org/browse/NODE-1651
NODE-1291,NODE,Improvement,Fixed,Major - P3,2018-01-16,2018-09-20,Integrate single `Topology` from Core into Native,avoidable_by_spec_conformance,sdam,False,False,unsure,medium,Component bug; sdam,Native,,3.2.0,,https://jira.mongodb.org/browse/NODE-1291
NODE-1681,NODE,Bug,Fixed,Major - P3,2018-09-19,2018-09-24,Reintroduce custom property support to new uri parser,driver_spec_nonconformance,connection-string,True,False,True,high,URI parser rejects valid authMechanismProperties validation.,Core,,3.1.7,Depends:COMPASS-2286|Depends:COMPASS-3090,https://jira.mongodb.org/browse/NODE-1681
NODE-1687,NODE,Bug,Fixed,Major - P3,2018-09-23,2018-09-24,Replicaset tests for core use Server and require primary on port 31000,test_infrastructure,none,False,False,False,high,Test infrastructure issue; direct Server instance testing setup.,Core,,3.1.7|3.2.0,,https://jira.mongodb.org/browse/NODE-1687
NODE-1675,NODE,Bug,Fixed,Major - P3,2018-09-17,2018-09-24,New URL parser rejects db names made only of numbers,driver_spec_nonconformance,connection-string,True,False,True,high,New URI parser incorrectly rejects numeric database names.,Core,,3.1.7,Problem/Incident:COMPASS-3090,https://jira.mongodb.org/browse/NODE-1675
NODE-1674,NODE,Improvement,Fixed,Major - P3,2018-09-14,2018-09-24,Fix auth workflow with regards to auth mechanism resolution,driver_spec_nonconformance,auth,True,False,True,high,Auth workflow violates mechanism negotiation spec requirements.,Authentication|Core,,3.2.0,,https://jira.mongodb.org/browse/NODE-1674
NODE-1685,NODE,Bug,Fixed,Major - P3,2018-09-22,2018-09-24,SCRAM-SHA-256 tests are not actually run against replicaset,test_infrastructure,none,False,False,False,high,SCRAM-SHA-256 tests omit replicaSet option; test configuration issue.,Native,,3.1.7|3.2.0,,https://jira.mongodb.org/browse/NODE-1685
NODE-1673,NODE,Improvement,Fixed,Major - P3,2018-09-14,2018-09-24,Add dynamicDefaults/overrides to options validator,not_relevant,none,False,False,False,high,Internal refactoring of options validation infrastructure.,,,next,Depends:NODE-1279,https://jira.mongodb.org/browse/NODE-1673
NODE-1686,NODE,Bug,Fixed,Major - P3,2018-09-22,2018-09-25,GridFSBucket upload stream throw deprecation warning,not_relevant,none,False,False,False,high,GridFS deprecation warning; internal API usage issue.,,external-user,3.1.7,,https://jira.mongodb.org/browse/NODE-1686
NODE-1441,NODE,Improvement,Fixed,Major - P3,2018-04-27,2018-09-28,running mongodb-test-runner -e sharded does not tear down sharded clusters,test_infrastructure,none,False,False,False,high,Test runner infrastructure for sharded cluster teardown.,Native,,,,https://jira.mongodb.org/browse/NODE-1441
NODE-1678,NODE,Improvement,Fixed,Major - P3,2018-09-17,2018-10-01,Implement assertArity function,not_relevant,none,False,False,False,high,Internal validation function implementation.,Native,,next,Depends:NODE-1279|Depends:NODE-1670,https://jira.mongodb.org/browse/NODE-1678
NODE-1693,NODE,Bug,Fixed,Minor - P4,2018-09-28,2018-10-01,Gridfs implementation using driver's deprecated function,not_relevant,none,False,False,False,high,GridFS uses deprecated collection.insert; internal API change.,,external-user,3.1.7,,https://jira.mongodb.org/browse/NODE-1693
NODE-1437,NODE,Improvement,Fixed,Major - P3,2018-04-26,2018-10-04,Implement auth connection string tests,test_infrastructure,auth,False,False,False,high,Implement auth connection string spec tests.,Native,,3.2.0,Duplicate:NODE-1689,https://jira.mongodb.org/browse/NODE-1437
NODE-1620,NODE,Improvement,Fixed,Major - P3,2018-08-08,2018-10-04,Port authentication support to new Topology class,avoidable_by_spec_conformance,auth,False,False,True,high,New Topology lacked auth support; spec conformance gap.,Core,,3.2.0,,https://jira.mongodb.org/browse/NODE-1620
NODE-1688,NODE,Improvement,Fixed,Major - P3,2018-09-24,2018-10-08,Update atlas connectivity tests to use new auth credentials,test_infrastructure,auth,False,False,False,high,Update Atlas auth tests after auth refactoring.,Core,,3.2.0,,https://jira.mongodb.org/browse/NODE-1688
NODE-1635,NODE,Bug,Fixed,Major - P3,2018-08-16,2018-10-09,Setting useNewUrlParser: true in connection causes issue.,driver_spec_nonconformance,connection-string|auth,True,False,True,high,New URI parser breaks auth with useNewUrlParser option.,Core|MongoDB 3.4,external-user,3.1.7,Duplicate:NODE-1614,https://jira.mongodb.org/browse/NODE-1635
NODE-1707,NODE,Bug,Fixed,Major - P3,2018-10-10,2018-10-10,Driver overwrites database from uri with authSource from options,driver_spec_nonconformance,connection-string|auth,True,False,True,high,Driver overwrites URL database with authSource option.,,external-user,3.1.8,Duplicate:NODE-1708,https://jira.mongodb.org/browse/NODE-1707
NODE-1522,NODE,Improvement,Fixed,Major - P3,2018-06-20,2018-10-22,unify collation support in topology,not_relevant,collation,False,False,False,high,Code refactoring to DRY up collation support checks.,Core,,3.1.8,,https://jira.mongodb.org/browse/NODE-1522
NODE-1716,NODE,Bug,Fixed,Major - P3,2018-10-18,2018-10-23,docs tutorial shows connecting with MongoClient() incorrectly ,not_relevant,none,False,False,False,high,Documentation typo in tutorial code example.,Docs,,3.1.8,Related:FREE-167245,https://jira.mongodb.org/browse/NODE-1716
NODE-1714,NODE,Improvement,Fixed,Major - P3,2018-10-16,2018-10-24,Test deleteMany and updateMany with retryWrites=true,test_infrastructure,retryable-writes,False,False,False,high,Add test coverage for retryWrites with deleteMany/updateMany.,,external-user,3.1.8,Depends:SPEC-1160|Depends:DRIVERS-574,https://jira.mongodb.org/browse/NODE-1714
NODE-1721,NODE,Improvement,Fixed,Major - P3,2018-10-23,2018-10-26,Document properties of KerberosServer and KerberosClient,not_relevant,none,False,False,False,high,Documentation of Kerberos class properties.,Docs|kerberos,,kerberos-1.1.0,,https://jira.mongodb.org/browse/NODE-1721
NODE-1692,NODE,Bug,Fixed,Major - P3,2018-09-28,2018-10-29,node driver api createIndex() can't capture specific error,avoidable_by_spec_conformance,crud|index-management,False,False,True,high,createIndex errors not reported; spec-conformant error handling.,Native,external-user,3.1.9,,https://jira.mongodb.org/browse/NODE-1692
NODE-1725,NODE,Bug,Fixed,Major - P3,2018-10-24,2018-10-30,kerberos module makes incorrect null checks for user information,driver_spec_nonconformance,auth,True,False,True,high,Kerberos null check bug; incorrect validation logic.,kerberos,,kerberos-1.1.0,,https://jira.mongodb.org/browse/NODE-1725
NODE-1479,NODE,Bug,Fixed,Major - P3,2018-05-24,2018-10-31,Kerberos Authentication on Windows should not require password,driver_spec_nonconformance,auth,True,False,True,high,Windows Kerberos requires password when spec only requires UPN.,kerberos,,3.1.8,Depends:COMPASS-2286,https://jira.mongodb.org/browse/NODE-1479
NODE-1167,NODE,Bug,Fixed,Major - P3,2017-10-24,2018-11-01,"Code of ensureIndex and createIndex are inconsistent, yet the docs state they should be an alias of one another",driver_spec_nonconformance,crud,True,False,True,high,ensureIndex differs from createIndex; should be alias per spec.,MongoDB 3.2|MongoDB 3.4,external-user,3.1.0,,https://jira.mongodb.org/browse/NODE-1167
NODE-1297,NODE,Improvement,Fixed,Major - P3,2018-01-23,2018-11-01,Fix sporadic build failures in mongodb-core,not_relevant,none,False,False,False,high,Flaky test stabilization; test infrastructure.,Core,,3.1.0,,https://jira.mongodb.org/browse/NODE-1297
NODE-1562,NODE,Improvement,Fixed,Major - P3,2018-07-10,2018-11-02,Remove circular references to types in js-bson,not_relevant,bson,False,False,False,high,Remove circular type references; code quality refactor.,BSON,breaking,bson-4.0.0,,https://jira.mongodb.org/browse/NODE-1562
NODE-1665,NODE,Improvement,Fixed,Major - P3,2018-09-10,2018-11-02,Fully validate options for all operations,not_relevant,none,False,False,False,high,Ensure all operation options validated; internal infrastructure.,Native,,next,,https://jira.mongodb.org/browse/NODE-1665
NODE-1718,NODE,Bug,Fixed,Major - P3,2018-10-19,2018-11-05,js-bson should allow 0xFFFD to be encoded/decoded,driver_spec_nonconformance,bson,True,False,True,medium,BSON deserializer incorrectly treats 0xFFFD as error.,BSON|js-bson,,bson-4.0.0,,https://jira.mongodb.org/browse/NODE-1718
NODE-1731,NODE,Improvement,Fixed,Major - P3,2018-11-01,2018-11-05,CI Test against Node 10.x (Dubnium),not_relevant,none,False,False,False,high,CI infrastructure; add Node 10.x testing.,EJSON,,3.2.0,,https://jira.mongodb.org/browse/NODE-1731
NODE-1737,NODE,Improvement,Fixed,Major - P3,2018-11-04,2018-11-05,BSON ObjectID constructor should throw if passed-in string uses characters greater than 8 bits.,driver_spec_nonconformance,bson,True,False,True,high,ObjectID constructor accepts invalid UTF-16 characters.,BSON,,bson-4.0.0,,https://jira.mongodb.org/browse/NODE-1737
NODE-1626,NODE,Improvement,Fixed,Major - P3,2018-08-13,2018-11-08,Don't issue warning for missing kerberos module,not_relevant,none,False,False,False,high,Remove optional dependency warning; UX improvement.,,,3.1.9,,https://jira.mongodb.org/browse/NODE-1626
NODE-1736,NODE,Bug,Fixed,Major - P3,2018-11-04,2018-11-12,Explain useNewUrlParser,not_relevant,none,False,False,False,high,Documentation clarification on useNewUrlParser option.,,external-user,3.2.0,,https://jira.mongodb.org/browse/NODE-1736
NODE-1671,NODE,Improvement,Fixed,Major - P3,2018-09-13,2018-11-12,"Integrate options validation into Admin, Collection, Cursor, Db, MongoClient",not_relevant,none,False,False,False,high,Internal integration of options validation.,,,next,Depends:NODE-1670|Depends:NODE-1279|Depends:NODE-1334|Depends:NODE-1680,https://jira.mongodb.org/browse/NODE-1671
NODE-1639,NODE,Improvement,Fixed,Major - P3,2018-08-20,2018-11-13,Extended JSON should default to using native number type in non-strict mode,driver_spec_nonconformance,bson,True,False,True,high,Extended JSON non-strict mode should default to native numbers.,EJSON,breaking,bson-4.0.0,,https://jira.mongodb.org/browse/NODE-1639
NODE-1568,NODE,Improvement,Fixed,Major - P3,2018-07-16,2018-11-13,Modernize and improve bundling of js-bson,not_relevant,bson,False,False,False,high,Modernize js-bson bundling; internal refactor.,BSON,,bson-4.0.0,Depends:BAAS-2093|Related:CLOUDP-33883,https://jira.mongodb.org/browse/NODE-1568
NODE-1732,NODE,Improvement,Fixed,Major - P3,2018-11-02,2018-11-13,Update Travis version of MongoDB,not_relevant,none,False,False,False,high,CI infrastructure; update tested MongoDB version.,BSON|Core|Native,,3.2.0,,https://jira.mongodb.org/browse/NODE-1732
